provider.name,dataProvider.name,collection.id,collection.title,count
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the U.S. Courts of Appeals,4
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the U.S. Food Administration,3
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the U.S. Customs Service,6
National_Archives_and_Records_Administration,National Archives at San Francisco,,General Records of the Department of Energy,1
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the National Resources Planning Board,1
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the U.S. Coast Guard,7
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the U.S. Maritime Commission,7
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the Bureau of Agricultural Economics,1
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the Bureau of Land Management,1
National_Archives_and_Records_Administration,National Archives at San Francisco,,Records of the Natural Resources Conservation Service,1
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,President's Daily Diary,53
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,National Security Files,95
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,Statements Files,5
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,White House Photo Office Collection,228
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,Personal Papers of Lyndon and Lady Bird Johnson,75
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,The Special File on the Assassination of John F. Kennedy,1
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,Lyndon B. Johnson Museum Collection,22
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,White House Press Office Files,6
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,Taylor Family Images,1
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,Special Head of State Correspondence Files,1
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,White House Central Files (Johnson Administration),10
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,Lyndon Baines Johnson Archives Collection,1
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,a72045095d4a687a170a4f300d8e0637,DPLA: Include in Digital Public Library of America,1
National_Archives_and_Records_Administration,Lyndon Baines Johnson Library,,"Rebekah Johnson's ""Family Album"" Images Collection",1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,White House Central Files (Eisenhower Administration),45
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,"Eisenhower, Dwight D.: Papers as President of the United States",113
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Gerald D. Morgan Records,13
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Records of the Adjutant General's Office,103
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,"Eisenhower, Dwight D.: Papers, Post-Presidential",1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,John Foster Dulles Papers,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Edward P. Lilly Papers,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Courtney Hicks Hodges Papers,4
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Records of the National Park Service,20
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,"Eisenhower, Dwight D: Papers, Pre-Presidential",8
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Dwight D. Eisenhower Library Museum Collection,2
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,"White House Office, Office of the Staff Secretary: Records of Paul T. Carroll, Andrew J. Goodpaster, L. Arthur Minnich, and Christopher H. Russell",28
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Still Photograph Collection,30
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Christian A. Herter Papers,8
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Records of the Combined Chiefs of Staff,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Robert Cutler Papers,3
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Walter Bedell Smith Collection of World War II Documents,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,General Records of the Department of the Navy,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Elizabeth Margaret Phillips Papers,2
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,World War II Participants and Contemporaries Collection,2
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Charles B. Hazeltine Papers,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Reports to President on Pending Legislation (Eisenhower Administration),1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Eleanor Lansing Dulles Papers,6
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Edward A. Bacon Papers,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,James M. Lambie Jr. Records,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Republican National Committee Newspaper Clippings and Publications,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Records of the Office of the Chief Signal Officer,1
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,Dwight D. Eisenhower Museum Manuscripts Collection,2
National_Archives_and_Records_Administration,Dwight D. Eisenhower Library,,"Records of Allied Operational and Occupation Headquarters, World War II",1
